10,55.788530121008435,70.052
20,67.4004675819902,70.052
30,67.51873822270369,70.052
40,68.26226827199157,70.052
50,68.57300588487388,70.052
60,68.44505667411511,70.052
70,70.03420558955175,70.052
80,68.42649691464581,70.052
90,69.37715621362547,70.052
100,70.052,70.052
110,70.052,70.052
120,69.51153866896945,70.052
130,69.35956370667431,70.052
140,69.70451753492158,70.052
150,69.78713543190146,70.052
160,70.04951283120907,70.052
170,69.5167407940251,70.052
180,69.87932218270895,70.052
190,69.25427490383521,70.052
