10,2.1950489998070988,36.31123919308357
20,3.9832041196278247,9.748892171344165
30,6.626754133701049,15.578465063001145
40,5.6109609865014365,13.365933170334149
50,4.50258653354714,6.6095471236230114
60,6.2223722296270525,6.510681586978637
70,5.6109609865014365,8.297831667445346
80,4.290500400933906,4.299947561615102
90,5.6109609865014365,8.770053475935828
100,3.2793151557310782,4.979674796747967
110,6.387942509314872,7.996051332675222
120,2.7471896640348206,8.0
130,5.7250566975748995,8.321513002364066
140,2.2672910040100613,3.452740612861459
150,2.6333379051972674,3.445575567736883
160,5.7250566975748995,7.577633950537415
170,4.134062124005032,4.181184668989547
180,3.8347489121848097,7.268464243845252
190,2.0563663168292265,5.182926829268292
