0,0.5961199294532628
1,0.6951566951566952
2,0.7826617826617827
3,0.7944647944647945
4,0.8089811423144756
5,0.8164428164428165
6,0.8258038258038258
7,0.8279744946411614
8,0.8279744946411614
9,0.8306878306878307
10,0.8327228327228328
11,0.8361145027811695
12,0.8331298331298331
13,0.831366164699498
14,0.8370641703975037
15,0.8338081671415005
16,0.8373355040021707
17,0.8358431691765025
18,0.8351648351648352
19,0.8377425044091711
20,0.8371998371998371
21,0.8358431691765025
22,0.8338081671415005
23,0.8338081671415005
24,0.8312304978971645
25,0.831637498304165
26,0.833943833943834
27,0.8319088319088319
28,0.8304164970831638
29,0.8331298331298331
30,0.8354361687695021
31,0.8359788359788359
32,0.8353005019671687
33,0.8327228327228328
34,0.8342151675485009
35,0.8300094966761633
36,0.8282458282458283
37,0.8298738298738298
38,0.8312304978971645
39,0.8324514991181657
40,0.8344865011531678
41,0.8340795007461674
42,0.8350291683625017
43,0.8275674942341609
44,0.8297381630714964
45,0.8301451634784968
46,0.8290598290598291
47,0.8304164970831638
48,0.8252611585944919
49,0.8274318274318274
