4,0.5297788631121965,2.054267238360088,9.641950398240525,13.0,1.3595936778449436
8,0.6827431827431828,1.9419919634234095,9.994376429150712,24.75,2.5058869063406792
12,0.7168294668294668,1.902506256274138,9.56502883511209,32.5,3.4380731260665223
16,0.7208655541988875,1.8853730822803045,9.973591022131842,39.5,3.988270562730686
20,0.7252068918735586,1.8728640953877649,9.980009876363336,46.75,4.710734059396099
24,0.7359924026590694,1.8601403330757118,10.058111276458511,54.5,5.445799330735031
28,0.745387328720662,1.8503565054835143,10.024553834409765,61.0,6.1234565333995175
32,0.7518315018315018,1.8426496243965285,10.015060996282827,67.5,6.789906673979545
36,0.7576312576312576,1.835547709692254,10.65452377650708,76.0,7.171726184832831
40,0.7690611857278523,1.8258331664024836,10.175256390628139,78.5,7.740867598012866
