0,0,0,0,0,0
4,0.5266585266585266,2.070587669403319,8.476206939087,15.5,1.8512280428604913
8,0.6805046805046805,1.9611390511736653,8.983499307056142,27.25,3.0643315116403937
12,0.7104531271197938,1.9150776306028006,8.994657374392421,36.75,4.098247538747059
16,0.7263600596933931,1.890293317784158,9.21852831058696,47.0,5.109640576627431
20,0.7409442409442409,1.872481094498661,9.803246865592293,58.0,5.967365065743473
24,0.751661918328585,1.8600667012286078,9.803246865592293,66.0,6.788281381247844
28,0.7623456790123456,1.85015100507962,10.013157424844447,74.5,7.494635829501743
32,0.7708248541581875,1.8409833229594048,10.153581579855455,83.0,8.246508970423989
36,0.7746913580246912,1.833223783622974,10.190855928213274,90.75,8.979188153707234
40,0.7782526115859449,1.8266751962824956,10.233114113231803,97.75,9.623677447247227
