0,13.047175299601932
1,17.46580474281314
2,14.162473256775169
3,18.62128766389379
4,16.227384107578583
5,19.0462643904307
6,23.314063352174664
7,19.341499461427468
8,19.7517774659662
9,19.02599573029665
10,16.173060556308737
11,12.232919307400271
12,17.8986857123081
13,22.130343018857975
14,12.48523252403195
15,15.454195271448032
16,17.651758978982325
17,22.751688571266335
18,16.758428574749928
19,14.427831996618128
20,16.720244936735625
21,16.3941769999135
22,28.388807175122295
23,23.13045356430998
24,19.066233010442847
25,13.778609841743478
26,16.699948252413755
27,21.78277903308881
28,18.671814526645186
29,19.15661402628566
30,18.142122681586944
31,20.960056780387838
32,18.780476825688673
33,16.83907681302081
34,14.110417869049293
35,16.480154700588255
36,13.989660547115482
37,25.700738122976688
38,18.023455681435966
39,21.709267237679512
40,18.07865465817912
41,19.980662594668402
42,16.794026157634413
43,16.742547300298018
44,16.835159447250895
45,14.494294135880583
46,16.409846777890028
47,13.56828169358725
48,16.94687219560695
49,16.40396731746287
