0,2.0248663108783247
1,1.9481929559071083
2,1.9116422918657647
3,1.8877691798869345
4,1.867020646650195
5,1.8551703841727327
6,1.845076182159959
7,1.8394230359639876
8,1.833619729406134
9,1.8287773590174576
10,1.824977911160704
11,1.8175715780568695
12,1.8131591968047314
13,1.8090651681409926
14,1.8040238670765214
15,1.7999575913413346
16,1.7955829538915393
17,1.792648242943453
18,1.789621648496049
19,1.7874116296603872
20,1.7843914661749039
21,1.7817906218910295
22,1.778624776648207
23,1.7754957753563005
24,1.7737161104980892
25,1.7713084986665617
26,1.7686015917542928
27,1.7665632155190296
28,1.7650866555870024
29,1.7626565689310227
30,1.7599999168772755
31,1.75810677478634
32,1.755786811653689
33,1.7546024452215165
34,1.7530387459026393
35,1.7518053259556499
36,1.7502944940563911
37,1.7485340383738226
38,1.7465152364138783
39,1.7448822443625316
40,1.742961853123992
41,1.741570370489376
42,1.7395963578579337
43,1.7379255892059209
44,1.7361711140258587
45,1.7350359748522828
46,1.7332215411354803
47,1.7322198963928637
48,1.7306434806724882
49,1.7302030516421192
