0,0,0,0,0,0
4,0.6263736263736264,2.0185357147536886,8.476206939087,15.5,1.8512280428604913
8,0.6994980328313661,1.932037188181672,8.983499307056142,27.25,3.0643315116403937
12,0.7160493827160493,1.9041667188334668,8.994657374392421,36.75,4.098247538747059
16,0.7339574006240673,1.8790104837337385,9.21852831058696,47.0,5.109640576627431
20,0.7434540767874102,1.8658687237596079,9.803246865592293,58.0,5.967365065743473
24,0.7563424230090897,1.854183317928912,9.803246865592293,66.0,6.788281381247844
28,0.7662460995794329,1.8453972278173703,10.013157424844447,74.5,7.494635829501743
32,0.772351105684439,1.8370508321702053,10.153581579855455,83.0,8.246508970423989
36,0.7764211097544431,1.8298133239867713,10.190855928213274,90.75,8.979188153707234
40,0.7799484466151133,1.8235450317053923,10.233114113231803,97.75,9.623677447247227
